"Participant","Condition","RT","Error","Frequency"
1,"Accuracy",0.422,0,"High"
1,"Accuracy",0.446,0,"High"
1,"Accuracy",0.421,0,"High"
1,"Accuracy",0.544,0,"Low"
1,"Accuracy",0.426,0,"Low"
1,"Accuracy",0.393,0,"Low"
1,"Accuracy",0.451,0,"Low"
1,"Accuracy",0.426,0,"High"
1,"Accuracy",0.622,0,"High"
1,"Accuracy",0.593,0,"Very Low"
1,"Accuracy",0.387,0,"Low"
1,"Accuracy",0.441,1,"Very Low"
1,"Accuracy",0.81,0,"Very Low"
1,"Accuracy",0.441,0,"High"
1,"Accuracy",0.504,0,"Very Low"
1,"Accuracy",0.514,0,"High"
1,"Accuracy",0.441,0,"Low"
1,"Accuracy",0.45,0,"Low"
1,"Accuracy",0.475,0,"Very Low"
1,"Accuracy",0.427,0,"High"
1,"Accuracy",0.651,0,"High"
1,"Accuracy",0.642,0,"Very Low"
1,"Accuracy",0.441,0,"High"
1,"Accuracy",0.671,0,"High"
1,"Accuracy",0.558,0,"Very Low"
1,"Accuracy",0.49,0,"Low"
1,"Accuracy",0.529,0,"High"
1,"Accuracy",0.44,0,"Low"
1,"Accuracy",0.441,0,"Low"
1,"Accuracy",0.451,0,"Very Low"
1,"Accuracy",0.543,0,"Low"
1,"Accuracy",0.524,0,"Very Low"
1,"Accuracy",0.627,0,"Very Low"
1,"Accuracy",0.45,0,"Very Low"
1,"Accuracy",0.412,0,"Very Low"
1,"Accuracy",0.548,1,"Very Low"
1,"Accuracy",0.478,0,"High"
1,"Accuracy",0.632,0,"High"
1,"Accuracy",0.495,0,"Very Low"
1,"Accuracy",0.475,0,"High"
1,"Accuracy",0.529,0,"Low"
1,"Accuracy",0.612,0,"Low"
1,"Accuracy",0.5,0,"Low"
1,"Accuracy",0.465,0,"Very Low"
1,"Accuracy",0.472,0,"High"
1,"Accuracy",0.514,0,"High"
1,"Accuracy",0.632,0,"Very Low"
1,"Accuracy",0.719,0,"Low"
1,"Accuracy",0.558,0,"High"
1,"Accuracy",0.608,0,"Very Low"
1,"Accuracy",0.495,0,"Very Low"
1,"Accuracy",0.402,0,"Very Low"
1,"Accuracy",0.475,0,"Low"
1,"Accuracy",0.451,0,"High"
1,"Accuracy",0.514,0,"Low"
1,"Accuracy",0.407,0,"High"
1,"Accuracy",0.823,0,"Very Low"
1,"Accuracy",0.544,0,"Low"
1,"Accuracy",0.559,1,"Very Low"
1,"Accuracy",0.658,0,"Very Low"
1,"Accuracy",0.495,0,"Low"
1,"Accuracy",0.538,0,"High"
1,"Accuracy",0.534,0,"High"
1,"Accuracy",0.505,0,"Low"
1,"Accuracy",0.461,0,"Very Low"
1,"Accuracy",0.606,0,"Low"
1,"Accuracy",0.553,0,"High"
1,"Accuracy",0.577,0,"Low"
1,"Accuracy",0.621,0,"Very Low"
1,"Accuracy",0.553,0,"Very Low"
1,"Accuracy",0.499,0,"Very Low"
1,"Accuracy",0.51,0,"Low"
1,"Accuracy",0.445,0,"High"
1,"Accuracy",0.461,0,"High"
1,"Accuracy",0.544,0,"Low"
1,"Accuracy",0.553,0,"Very Low"
1,"Accuracy",0.451,0,"Low"
1,"Accuracy",0.475,0,"Very Low"
1,"Accuracy",0.533,0,"Very Low"
1,"Accuracy",0.49,0,"Low"
1,"Accuracy",0.441,0,"High"
1,"Accuracy",0.504,0,"High"
1,"Accuracy",0.666,0,"Low"
1,"Accuracy",0.488,0,"High"
1,"Speed",0.661,0,"Very Low"
1,"Speed",0.402,0,"Low"
1,"Speed",0.476,0,"Low"
1,"Speed",0.432,0,"High"
1,"Speed",0.484,1,"Low"
1,"Speed",0.881,0,"Low"
1,"Speed",0.521,0,"Very Low"
1,"Speed",0.46,0,"High"
1,"Speed",0.412,0,"High"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.676,0,"Very Low"
1,"Speed",0.485,0,"Low"
1,"Speed",0.422,0,"High"
1,"Speed",0.494,0,"Very Low"
1,"Speed",0.416,0,"High"
1,"Speed",0.515,0,"High"
1,"Speed",0.553,0,"Low"
1,"Speed",0.421,0,"Low"
1,"Speed",0.793,0,"Very Low"
1,"Speed",0.497,0,"High"
1,"Speed",0.446,0,"High"
1,"Speed",0.494,0,"Low"
1,"Speed",0.735,0,"High"
1,"Speed",0.543,0,"High"
1,"Speed",0.412,1,"High"
1,"Speed",0.524,1,"Very Low"
1,"Speed",0.48,0,"High"
1,"Speed",0.661,0,"Very Low"
1,"Speed",0.549,0,"Low"
1,"Speed",0.431,0,"Low"
1,"Speed",0.431,0,"Low"
1,"Speed",0.583,0,"Low"
1,"Speed",0.412,0,"High"
1,"Speed",0.51,0,"High"
1,"Speed",0.401,0,"Very Low"
1,"Speed",0.461,0,"Low"
1,"Speed",0.462,0,"Very Low"
1,"Speed",0.392,0,"Low"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.501,0,"Low"
1,"Speed",0.455,0,"Low"
1,"Speed",0.505,0,"Low"
1,"Speed",0.597,0,"Very Low"
1,"Speed",0.475,0,"Low"
1,"Speed",0.47,0,"Very Low"
1,"Speed",0.862,1,"High"
1,"Speed",0.981,0,"High"
1,"Speed",0.609,0,"High"
1,"Speed",1.023,1,"Very Low"
1,"Speed",0.551,1,"Low"
1,"Speed",0.793,0,"Low"
1,"Speed",0.493,0,"Low"
1,"Speed",0.613,0,"High"
1,"Speed",0.5,0,"High"
1,"Speed",0.534,0,"Low"
1,"Speed",0.778,0,"Very Low"
1,"Speed",0.517,0,"Very Low"
1,"Speed",0.45,1,"Very Low"
1,"Speed",0.51,0,"Low"
1,"Speed",0.382,0,"Very Low"
1,"Speed",0.5,1,"Very Low"
1,"Speed",0.421,0,"Very Low"
1,"Speed",0.906,0,"Low"
1,"Speed",0.551,0,"Low"
1,"Speed",0.455,0,"High"
1,"Speed",0.446,0,"High"
1,"Speed",0.411,0,"High"
1,"Speed",0.441,0,"High"
1,"Speed",0.651,1,"Low"
1,"Speed",0.925,1,"Low"
1,"Speed",0.825,0,"Very Low"
1,"Speed",0.556,0,"Low"
1,"Speed",0.441,0,"High"
1,"Speed",0.631,0,"Very Low"
1,"Speed",0.417,0,"Low"
1,"Speed",0.475,0,"Very Low"
1,"Speed",0.49,0,"High"
1,"Speed",0.46,0,"Very Low"
1,"Speed",0.505,0,"Very Low"
1,"Speed",0.47,0,"Low"
1,"Speed",0.582,0,"High"
1,"Speed",0.652,1,"Very Low"
1,"Speed",0.612,0,"High"
1,"Speed",0.714,0,"Very Low"
1,"Speed",0.426,0,"High"
1,"Speed",0.402,0,"Very Low"
1,"Speed",0.45,0,"High"
1,"Speed",0.402,0,"High"
1,"Speed",0.382,0,"High"
1,"Speed",0.631,0,"Low"
1,"Speed",0.436,0,"Very Low"
1,"Speed",0.392,0,"Very Low"
1,"Speed",0.504,0,"Low"
1,"Speed",0.715,0,"Very Low"
1,"Speed",0.431,0,"High"
1,"Speed",0.426,1,"Very Low"
1,"Accuracy",0.636,0,"High"
1,"Accuracy",0.44,0,"Low"
1,"Accuracy",0.402,0,"Very Low"
1,"Accuracy",0.676,0,"High"
1,"Accuracy",0.461,0,"Low"
1,"Accuracy",0.661,1,"Low"
1,"Accuracy",0.629,0,"High"
1,"Accuracy",0.48,0,"Very Low"
1,"Accuracy",0.534,0,"High"
1,"Accuracy",0.49,0,"High"
1,"Accuracy",0.534,0,"High"
1,"Accuracy",0.524,0,"High"
1,"Accuracy",0.499,0,"High"
1,"Accuracy",0.558,1,"Very Low"
1,"Accuracy",0.498,0,"Very Low"
1,"Accuracy",0.505,0,"Low"
1,"Accuracy",0.705,0,"Low"
1,"Accuracy",0.465,0,"High"
1,"Accuracy",0.524,0,"High"
1,"Accuracy",0.47,0,"High"
1,"Accuracy",0.612,0,"Very Low"
1,"Accuracy",1.376,1,"High"
1,"Accuracy",1.143,0,"Low"
1,"Accuracy",0.499,0,"Very Low"
1,"Accuracy",0.47,1,"Very Low"
1,"Accuracy",0.742,1,"Low"
1,"Accuracy",0.669,0,"High"
1,"Accuracy",0.641,0,"Very Low"
1,"Accuracy",0.548,0,"High"
1,"Accuracy",0.441,0,"Very Low"
1,"Accuracy",0.451,0,"Very Low"
1,"Accuracy",0.451,0,"Low"
1,"Accuracy",0.446,0,"High"
1,"Accuracy",0.544,0,"Low"
1,"Accuracy",0.661,0,"Very Low"
1,"Accuracy",0.426,0,"High"
1,"Accuracy",0.46,0,"High"
1,"Accuracy",0.505,0,"High"
1,"Accuracy",0.543,0,"Low"
1,"Accuracy",0.612,0,"Very Low"
1,"Accuracy",0.49,0,"Low"
1,"Accuracy",0.504,0,"High"
1,"Accuracy",0.451,0,"Very Low"
1,"Accuracy",0.475,0,"Very Low"
1,"Accuracy",0.495,0,"Very Low"
1,"Accuracy",0.749,0,"Low"
1,"Accuracy",0.573,0,"Low"
1,"Accuracy",0.45,0,"Very Low"
1,"Accuracy",0.412,0,"Very Low"
1,"Accuracy",0.45,0,"Low"
1,"Accuracy",0.5,0,"High"
1,"Accuracy",0.714,1,"Very Low"
1,"Accuracy",0.752,0,"Low"
1,"Accuracy",0.725,0,"Very Low"
1,"Accuracy",0.553,0,"Low"
1,"Accuracy",0.47,0,"Low"
1,"Accuracy",0.421,0,"Low"
1,"Accuracy",0.534,0,"Low"
1,"Accuracy",0.445,0,"High"
1,"Accuracy",0.637,0,"High"
1,"Accuracy",0.519,0,"High"
1,"Accuracy",0.485,0,"Very Low"
1,"Accuracy",0.577,0,"Very Low"
1,"Accuracy",0.505,0,"Very Low"
1,"Accuracy",0.514,0,"High"
1,"Accuracy",0.455,0,"Low"
1,"Accuracy",0.47,0,"High"
1,"Accuracy",0.573,0,"High"
1,"Accuracy",0.426,0,"High"
1,"Accuracy",0.544,0,"Low"
1,"Accuracy",0.588,0,"Very Low"
1,"Accuracy",0.519,0,"Very Low"
1,"Accuracy",0.578,0,"Very Low"
1,"Accuracy",0.533,0,"Low"
1,"Accuracy",0.475,0,"Low"
1,"Accuracy",0.74,0,"Very Low"
1,"Accuracy",0.519,0,"High"
1,"Accuracy",0.421,1,"Low"
1,"Accuracy",0.473,0,"Low"
1,"Accuracy",0.466,0,"Very Low"
1,"Accuracy",1.287,0,"Very Low"
1,"Accuracy",0.622,0,"Very Low"
1,"Accuracy",0.695,0,"High"
1,"Accuracy",0.632,0,"Very Low"
1,"Accuracy",0.465,0,"Very Low"
1,"Accuracy",0.396,0,"Low"
1,"Accuracy",0.573,0,"Low"
1,"Accuracy",0.705,0,"Low"
1,"Accuracy",0.48,0,"High"
1,"Accuracy",0.46,0,"Low"
1,"Accuracy",0.431,0,"High"
1,"Accuracy",0.554,0,"Low"
1,"Accuracy",0.597,0,"High"
1,"Accuracy",0.592,0,"Very Low"
1,"Accuracy",0.446,0,"Low"
1,"Accuracy",0.46,1,"Low"
1,"Speed",0.983,0,"Very Low"
1,"Speed",0.586,0,"High"
1,"Speed",0.382,0,"High"
1,"Speed",0.583,0,"High"
1,"Speed",0.407,0,"Low"
1,"Speed",0.475,0,"Very Low"
1,"Speed",0.509,0,"Very Low"
1,"Speed",0.45,0,"Very Low"
1,"Speed",0.421,0,"High"
1,"Speed",0.382,0,"High"
1,"Speed",0.402,0,"Low"
1,"Speed",0.44,0,"Low"
1,"Speed",0.515,0,"High"
1,"Speed",0.461,0,"High"
1,"Speed",0.534,0,"Very Low"
1,"Speed",0.412,1,"Low"
1,"Speed",0.504,0,"High"
1,"Speed",0.505,0,"Low"
1,"Speed",0.411,0,"High"
1,"Speed",0.431,1,"Low"
1,"Speed",0.724,0,"Low"
1,"Speed",0.652,0,"Low"
1,"Speed",0.607,0,"Very Low"
1,"Speed",0.484,0,"Low"
1,"Speed",0.392,0,"Low"
1,"Speed",0.7,0,"Low"
1,"Speed",0.436,0,"High"
1,"Speed",0.426,0,"Very Low"
1,"Speed",0.485,0,"High"
1,"Speed",0.401,0,"Very Low"
1,"Speed",0.436,0,"High"
1,"Speed",0.456,0,"Low"
1,"Speed",0.466,0,"High"
1,"Speed",0.612,0,"Very Low"
1,"Speed",0.416,0,"High"
1,"Speed",0.504,0,"Low"
1,"Speed",0.5,0,"Very Low"
1,"Speed",0.436,0,"Very Low"
1,"Speed",0.479,0,"Very Low"
1,"Speed",0.431,0,"High"
1,"Speed",0.515,0,"Low"
1,"Speed",0.471,0,"High"
1,"Speed",0.485,0,"Low"
1,"Speed",1.454,0,"High"
1,"Speed",0.404,0,"Very Low"
1,"Speed",0.412,0,"Low"
1,"Speed",0.372,1,"Very Low"
1,"Speed",0.529,0,"Low"
1,"Speed",0.485,0,"High"
1,"Speed",0.475,0,"Very Low"
1,"Speed",0.529,0,"Very Low"
1,"Speed",0.764,0,"Low"
1,"Speed",0.453,0,"High"
1,"Speed",0.45,0,"High"
1,"Speed",0.612,0,"Very Low"
1,"Speed",0.51,0,"Low"
1,"Speed",0.636,0,"Low"
1,"Speed",0.544,0,"High"
1,"Speed",0.549,1,"Very Low"
1,"Speed",0.494,0,"Low"
1,"Speed",0.515,0,"Very Low"
1,"Speed",0.539,1,"Very Low"
1,"Speed",0.431,0,"Low"
1,"Speed",0.48,0,"Very Low"
1,"Speed",0.739,0,"Very Low"
1,"Speed",0.578,0,"Low"
1,"Speed",0.563,1,"Very Low"
1,"Speed",0.533,0,"Low"
1,"Speed",0.48,0,"Very Low"
1,"Speed",0.441,0,"Low"
1,"Speed",0.543,1,"Very Low"
1,"Speed",0.666,0,"Low"
1,"Speed",0.544,0,"Low"
1,"Speed",0.514,0,"High"
1,"Speed",0.455,0,"Low"
1,"Speed",0.573,0,"High"
1,"Speed",0.441,0,"Low"
1,"Speed",0.504,0,"High"
1,"Speed",0.549,0,"High"
1,"Speed",0.441,0,"High"
1,"Speed",0.534,0,"Very Low"
1,"Speed",0.822,0,"Low"
1,"Speed",0.772,0,"High"
1,"Speed",0.834,0,"High"
1,"Speed",0.565,0,"High"
1,"Speed",0.612,0,"Very Low"
1,"Speed",0.808,1,"Very Low"
1,"Speed",0.453,0,"Very Low"
1,"Speed",0.47,0,"High"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.499,1,"Very Low"
1,"Speed",0.435,0,"Low"
1,"Speed",0.382,0,"High"
1,"Speed",0.411,0,"Low"
1,"Speed",0.402,0,"Very Low"
1,"Speed",0.553,0,"High"
1,"Accuracy",0.636,0,"High"
1,"Accuracy",0.402,0,"High"
1,"Accuracy",0.529,0,"Low"
1,"Accuracy",0.621,0,"Very Low"
1,"Accuracy",0.441,0,"High"
1,"Accuracy",0.504,0,"Very Low"
1,"Accuracy",0.563,0,"High"
1,"Accuracy",0.441,0,"Low"
1,"Accuracy",0.446,0,"Low"
1,"Accuracy",0.484,0,"Very Low"
1,"Accuracy",0.441,0,"Low"
1,"Accuracy",0.46,0,"High"
1,"Accuracy",0.534,0,"High"
1,"Accuracy",0.681,0,"High"
1,"Accuracy",0.558,0,"High"
1,"Accuracy",0.489,0,"High"
1,"Accuracy",0.436,0,"Low"
1,"Accuracy",0.495,0,"Very Low"
1,"Accuracy",0.489,1,"Very Low"
1,"Accuracy",0.595,0,"Very Low"
1,"Accuracy",0.48,0,"Very Low"
1,"Accuracy",0.46,0,"Low"
1,"Accuracy",0.422,0,"Low"
1,"Accuracy",0.427,0,"Very Low"
1,"Accuracy",0.427,0,"Low"
1,"Accuracy",0.504,0,"High"
1,"Accuracy",0.592,0,"Very Low"
1,"Accuracy",0.52,0,"High"
1,"Accuracy",0.754,0,"Very Low"
1,"Accuracy",0.886,0,"Very Low"
1,"Accuracy",0.5,0,"Very Low"
1,"Accuracy",0.563,0,"Low"
1,"Accuracy",0.529,1,"High"
1,"Accuracy",0.556,1,"High"
1,"Accuracy",0.883,0,"Very Low"
1,"Accuracy",0.554,0,"High"
1,"Accuracy",0.622,0,"Low"
1,"Accuracy",1.087,1,"Very Low"
1,"Accuracy",0.595,0,"High"
1,"Accuracy",0.622,0,"Low"
1,"Accuracy",0.529,0,"Very Low"
1,"Accuracy",0.504,0,"Low"
1,"Accuracy",0.534,0,"Low"
1,"Accuracy",0.592,0,"Very Low"
1,"Accuracy",0.93,0,"Very Low"
1,"Accuracy",0.5,0,"High"
1,"Accuracy",0.47,0,"High"
1,"Accuracy",0.48,0,"High"
1,"Accuracy",0.671,0,"Very Low"
1,"Accuracy",0.456,1,"High"
1,"Accuracy",0.659,0,"High"
1,"Accuracy",0.569,0,"Low"
1,"Accuracy",0.471,0,"High"
1,"Accuracy",0.691,0,"Low"
1,"Accuracy",0.739,0,"Very Low"
1,"Accuracy",0.979,0,"Very Low"
1,"Accuracy",0.49,0,"High"
1,"Accuracy",0.445,0,"High"
1,"Accuracy",0.475,0,"Low"
1,"Accuracy",0.446,0,"High"
1,"Accuracy",0.553,1,"Very Low"
1,"Accuracy",0.527,0,"Very Low"
1,"Accuracy",0.494,0,"Very Low"
1,"Accuracy",0.495,0,"Very Low"
1,"Accuracy",0.592,0,"Very Low"
1,"Accuracy",0.5,0,"Low"
1,"Accuracy",0.441,0,"Low"
1,"Accuracy",0.74,0,"Low"
1,"Accuracy",0.46,0,"Very Low"
1,"Accuracy",0.391,0,"Very Low"
1,"Accuracy",0.422,0,"High"
1,"Accuracy",0.514,0,"High"
1,"Accuracy",0.538,0,"Low"
1,"Accuracy",0.412,0,"High"
1,"Accuracy",0.612,0,"Very Low"
1,"Accuracy",0.499,0,"Low"
1,"Accuracy",0.446,0,"Very Low"
1,"Accuracy",0.47,0,"Low"
1,"Accuracy",0.592,0,"High"
1,"Accuracy",0.5,1,"Low"
1,"Accuracy",0.541,0,"High"
1,"Accuracy",0.45,0,"High"
1,"Accuracy",0.412,0,"Low"
1,"Accuracy",0.47,0,"Low"
1,"Accuracy",0.45,1,"Very Low"
1,"Accuracy",0.581,0,"Low"
1,"Accuracy",0.626,0,"Low"
1,"Accuracy",0.549,0,"Low"
1,"Accuracy",0.612,0,"Low"
1,"Accuracy",0.538,0,"High"
1,"Accuracy",0.554,0,"Very Low"
1,"Accuracy",0.499,0,"High"
1,"Accuracy",0.509,0,"Low"
1,"Accuracy",0.51,1,"Very Low"
1,"Accuracy",0.678,0,"Low"
1,"Accuracy",0.499,0,"Low"
2,"Speed",0.681,0,"Low"
2,"Speed",0.418,1,"Very Low"
2,"Speed",0.679,0,"Very Low"
2,"Speed",0.764,0,"Very Low"
2,"Speed",0.975,0,"Low"
2,"Speed",0.447,0,"High"
2,"Speed",0.461,0,"High"
2,"Speed",0.602,0,"Low"
2,"Speed",0.64,0,"Low"
2,"Speed",0.436,0,"High"
2,"Speed",0.584,0,"Very Low"
2,"Speed",0.541,0,"High"
2,"Speed",0.522,0,"Very Low"
2,"Speed",0.588,0,"High"
2,"Speed",0.515,0,"High"
2,"Speed",0.543,0,"Low"
2,"Speed",0.604,0,"High"
2,"Speed",0.446,1,"Very Low"
2,"Speed",1.204,0,"Low"
2,"Speed",0.61,0,"Very Low"
2,"Speed",0.574,0,"High"
2,"Speed",0.573,0,"Very Low"
2,"Speed",0.507,0,"High"
2,"Speed",0.916,1,"Low"
2,"Speed",0.52,0,"Low"
2,"Speed",0.578,0,"High"
2,"Speed",0.465,0,"Very Low"
2,"Speed",0.666,0,"High"
2,"Speed",0.53,0,"High"
2,"Speed",0.614,0,"Low"
2,"Speed",0.624,0,"Low"
2,"Speed",0.632,0,"Low"
2,"Speed",0.645,0,"Low"
2,"Speed",0.562,0,"High"
2,"Speed",0.581,0,"High"
2,"Speed",0.614,0,"Very Low"
2,"Speed",0.533,0,"High"
2,"Speed",0.518,0,"Very Low"
2,"Speed",0.526,0,"High"
2,"Speed",0.475,0,"Very Low"
2,"Speed",0.753,0,"Low"
2,"Speed",0.652,0,"Low"
2,"Speed",0.592,1,"Very Low"
2,"Speed",1.174,0,"Very Low"
2,"Speed",0.616,0,"Very Low"
2,"Speed",0.704,0,"Very Low"
2,"Speed",0.551,0,"Very Low"
2,"Speed",0.515,0,"High"
2,"Speed",0.538,0,"Low"
2,"Speed",0.647,0,"High"
2,"Speed",0.465,0,"Low"
2,"Speed",0.569,0,"Very Low"
2,"Speed",0.465,0,"High"
2,"Speed",0.58,0,"Low"
2,"Speed",0.493,0,"High"
2,"Speed",0.482,0,"High"
2,"Speed",0.564,1,"Low"
2,"Speed",0.789,0,"Very Low"
2,"Speed",0.757,1,"Very Low"
2,"Speed",0.583,0,"Low"
2,"Speed",0.496,0,"High"
2,"Speed",0.596,0,"Low"
2,"Speed",0.574,0,"Low"
2,"Speed",0.496,0,"High"
2,"Speed",0.57,0,"High"
2,"Speed",0.581,0,"Low"
2,"Speed",0.472,0,"Very Low"
2,"Speed",0.526,0,"Low"
2,"Speed",0.482,0,"Very Low"
2,"Speed",0.709,0,"Very Low"
2,"Speed",0.494,0,"Low"
2,"Speed",0.621,0,"Very Low"
2,"Speed",0.552,0,"High"
2,"Speed",0.646,0,"Low"
2,"Speed",0.511,0,"High"
2,"Speed",0.591,0,"Very Low"
2,"Speed",0.618,0,"Very Low"
2,"Speed",0.683,1,"High"
2,"Speed",0.691,0,"High"
2,"Speed",0.626,1,"Very Low"
2,"Speed",0.819,0,"High"
2,"Speed",0.714,0,"Low"
2,"Speed",0.405,0,"Low"
2,"Speed",0.353,0,"Low"
2,"Speed",0.817,0,"Low"
2,"Speed",1.024,1,"Very Low"
2,"Speed",1.022,0,"Very Low"
2,"Speed",0.433,0,"High"
2,"Speed",0.575,0,"Low"
2,"Speed",0.435,0,"High"
2,"Speed",0.475,0,"Low"
2,"Speed",0.622,0,"Very Low"
2,"Speed",0.603,0,"Low"
2,"Speed",0.465,0,"Very Low"
2,"Speed",0.623,0,"Very Low"
2,"Speed",0.519,0,"High"
2,"Accuracy",0.79,0,"Low"
2,"Accuracy",0.836,0,"High"
2,"Accuracy",1.032,0,"Low"
2,"Accuracy",0.795,0,"Low"
2,"Accuracy",0.799,0,"High"
2,"Accuracy",0.62,0,"High"
2,"Accuracy",0.824,0,"Very Low"
2,"Accuracy",0.65,0,"Low"
2,"Accuracy",1.074,0,"Very Low"
2,"Accuracy",1.022,0,"Very Low"
2,"Accuracy",1.335,0,"Very Low"
2,"Accuracy",1.389,0,"Very Low"
2,"Accuracy",0.789,0,"Low"
2,"Accuracy",0.803,0,"High"
2,"Accuracy",0.883,0,"Very Low"
2,"Accuracy",0.85,0,"Very Low"
2,"Accuracy",0.979,0,"High"
2,"Accuracy",0.745,0,"Low"
2,"Accuracy",0.733,0,"Very Low"
2,"Accuracy",0.818,0,"High"
2,"Accuracy",0.618,0,"Very Low"
2,"Accuracy",0.643,0,"Low"
2,"Accuracy",0.731,0,"Low"
2,"Accuracy",0.753,0,"Low"
2,"Accuracy",1.999,0,"High"
2,"Accuracy",1.318,0,"High"
2,"Accuracy",1.405,0,"High"
2,"Accuracy",0.694,0,"High"
2,"Accuracy",1.112,0,"Low"
2,"Accuracy",0.989,0,"Very Low"
2,"Accuracy",1.033,0,"Low"
2,"Accuracy",0.662,0,"Low"
2,"Accuracy",0.785,0,"Very Low"
2,"Accuracy",0.781,0,"High"
2,"Accuracy",0.778,0,"Very Low"
2,"Accuracy",0.817,0,"Low"
2,"Accuracy",1.124,0,"High"
2,"Accuracy",0.862,0,"Very Low"
2,"Accuracy",1.343,0,"Very Low"
2,"Accuracy",0.789,0,"Low"
2,"Accuracy",0.622,0,"Low"
2,"Accuracy",1.008,0,"Very Low"
2,"Accuracy",0.992,0,"Very Low"
2,"Accuracy",0.693,1,"Very Low"
2,"Accuracy",1.41,0,"Low"
2,"Accuracy",1.458,0,"Low"
2,"Accuracy",0.851,0,"Low"
2,"Accuracy",1.192,0,"Very Low"
2,"Accuracy",1.048,0,"Very Low"
2,"Accuracy",0.576,0,"High"
2,"Accuracy",0.606,0,"Very Low"
2,"Accuracy",1.19,0,"Low"
2,"Accuracy",0.61,0,"High"
2,"Accuracy",0.598,0,"High"
2,"Accuracy",0.664,0,"Very Low"
2,"Accuracy",0.646,0,"Low"
2,"Accuracy",0.755,0,"Low"
2,"Accuracy",0.667,0,"High"
2,"Accuracy",0.708,0,"Low"
2,"Accuracy",0.697,0,"Very Low"
2,"Accuracy",0.814,0,"Very Low"
2,"Accuracy",0.675,0,"High"
2,"Accuracy",0.683,0,"Low"
2,"Accuracy",0.606,0,"Low"
2,"Accuracy",0.709,0,"Low"
2,"Accuracy",0.556,0,"Low"
2,"Accuracy",0.604,0,"High"
2,"Accuracy",0.745,0,"High"
2,"Accuracy",0.667,0,"High"
2,"Accuracy",0.712,0,"Very Low"
2,"Accuracy",0.562,0,"Low"
2,"Accuracy",0.602,0,"Very Low"
2,"Accuracy",0.711,0,"Very Low"
2,"Accuracy",0.61,0,"High"
2,"Accuracy",0.727,0,"Low"
2,"Accuracy",0.981,0,"Very Low"
2,"Accuracy",0.657,0,"High"
2,"Accuracy",1.244,0,"High"
2,"Accuracy",1.051,0,"Low"
2,"Accuracy",0.824,0,"High"
2,"Accuracy",0.858,0,"High"
2,"Accuracy",0.733,0,"Low"
2,"Accuracy",0.854,0,"High"
2,"Accuracy",0.821,0,"Very Low"
2,"Accuracy",1.007,0,"Very Low"
2,"Accuracy",0.735,0,"Very Low"
2,"Accuracy",0.724,0,"High"
2,"Accuracy",0.686,0,"High"
2,"Accuracy",0.628,0,"High"
2,"Accuracy",0.704,0,"High"
2,"Accuracy",1.211,0,"High"
2,"Accuracy",0.882,0,"Low"
2,"Accuracy",0.926,0,"Very Low"
2,"Speed",0.717,0,"Very Low"
2,"Speed",0.525,0,"Low"
2,"Speed",0.588,1,"Very Low"
2,"Speed",0.796,0,"High"
2,"Speed",0.688,0,"Low"
2,"Speed",0.577,0,"High"
2,"Speed",0.569,0,"High"
2,"Speed",0.573,0,"High"
2,"Speed",0.529,0,"High"
2,"Speed",0.463,0,"High"
2,"Speed",0.606,0,"Low"
2,"Speed",0.486,0,"Very Low"
2,"Speed",0.556,0,"High"
2,"Speed",0.622,0,"Very Low"
2,"Speed",0.526,0,"High"
2,"Speed",0.522,0,"Very Low"
2,"Speed",0.662,0,"High"
2,"Speed",0.512,0,"Very Low"
2,"Speed",0.533,0,"High"
2,"Speed",0.642,0,"Very Low"
2,"Speed",0.497,0,"Low"
2,"Speed",0.569,0,"Low"
2,"Speed",0.57,0,"Low"
2,"Speed",0.533,0,"Low"
2,"Speed",0.471,0,"High"
2,"Speed",0.563,0,"Very Low"
2,"Speed",0.512,0,"High"
2,"Speed",0.482,0,"Low"
2,"Speed",0.584,1,"Very Low"
2,"Speed",0.778,0,"High"
2,"Speed",0.677,0,"High"
2,"Speed",0.741,0,"Very Low"
2,"Speed",0.563,0,"High"
2,"Speed",0.499,0,"Low"
2,"Speed",0.669,0,"Very Low"
2,"Speed",0.655,0,"Very Low"
2,"Speed",0.574,0,"Low"
2,"Speed",0.551,0,"High"
2,"Speed",0.689,0,"Low"
2,"Speed",0.577,0,"Very Low"
2,"Speed",0.449,0,"Very Low"
2,"Speed",0.576,0,"Very Low"
2,"Speed",0.566,0,"High"
2,"Speed",0.541,0,"High"
2,"Speed",0.639,0,"Very Low"
2,"Speed",0.556,1,"Low"
2,"Speed",0.855,0,"Very Low"
2,"Speed",0.546,0,"Very Low"
2,"Speed",0.571,0,"Very Low"
2,"Speed",0.563,0,"Low"
2,"Speed",0.53,0,"Very Low"
2,"Speed",0.487,0,"Low"
2,"Speed",0.538,0,"High"
2,"Speed",0.472,0,"High"
2,"Speed",0.472,0,"Low"
2,"Speed",0.603,0,"Low"
2,"Speed",0.767,1,"Very Low"
2,"Speed",1.073,0,"Low"
2,"Speed",0.386,0,"Low"
2,"Speed",0.571,0,"Very Low"
2,"Speed",0.532,0,"Very Low"
2,"Speed",0.475,0,"Low"
2,"Speed",0.43,0,"Very Low"
2,"Speed",0.496,0,"High"
